1532332859.04,40.3399,127.5101,0.5
1532332864.04,40.27902,127.51786,21.28817
1532332869.04,40.21822,127.52562,41.99302
1532332874.04,40.15751,127.53337,62.61454
1532332879.04,40.09687,127.54113,83.15275
1532332884.04,40.03631,127.54887,103.60762
1532332889.04,39.97584,127.55662,123.97918
1532332894.04,39.91545,127.56436,144.26741
1532332899.04,39.85513,127.5721,164.47232
1532332904.04,39.7949,127.57984,184.5939
1532332909.04,39.73475,127.58757,204.63217
1532332914.04,39.67468,127.5953,224.5871
1532332919.04,39.61469,127.60303,244.45872
1532332924.04,39.55479,127.61075,264.24701
1532332929.04,39.49496,127.61847,283.95198
1532332934.04,39.43521,127.62619,303.57362
1532332939.04,39.37555,127.6339,323.11195
1532332944.04,39.31596,127.64161,342.56694
1532332949.04,39.25646,127.64932,361.93862
1532332954.04,39.19704,127.65702,381.22697
1532332959.04,39.1377,127.66473,400.432
1532332964.04,39.07844,127.67242,419.5537
1532332969.04,39.01926,127.68012,438.59209
1532332974.04,38.96016,127.68781,457.54714
1532332979.04,38.90114,127.6955,476.41888
1532332984.04,38.84221,127.70319,495.20729
1532332989.04,38.78335,127.71087,513.91238
1532332994.04,38.72458,127.71855,532.53414
1532332999.04,38.66589,127.72623,551.07259
1532333004.04,38.60727,127.7339,569.5277
1532333009.04,38.54874,127.74157,587.8995
1532333014.04,38.49029,127.74924,606.18797
1532333019.04,38.43192,127.7569,624.39312
1532333024.04,38.37363,127.76456,642.51494
1532333029.04,38.31543,127.77222,660.55345
1532333034.04,38.2573,127.77987,678.50862
1532333039.04,38.19925,127.78753,696.38048
1532333044.04,38.14129,127.79517,714.16901
1532333049.04,38.08341,127.80282,731.87422
1532333054.04,38.0256,127.81046,749.4961
1532333059.04,37.96788,127.8181,767.03467
1532333064.04,37.91024,127.82574,784.4899
1532333069.04,37.85268,127.83337,801.86182
1532333074.04,37.7952,127.841,819.15041
1532333079.04,37.7378,127.84862,836.35568
1532333084.04,37.68049,127.85625,853.47762
1532333089.04,37.62325,127.86387,870.51625
1532333094.04,37.5661,127.87149,887.47154
1532333099.04,37.50902,127.8791,904.34352
1532333104.04,37.45203,127.88671,921.13217
1532333109.04,37.39512,127.89432,937.8375
1532333114.04,37.33829,127.90192,954.4595
1532333119.04,37.28154,127.90952,970.99819
1532333124.04,37.22487,127.91712,987.45354
1532333129.04,37.16828,127.92472,1003.82558
1532333134.04,37.11177,127.93231,1020.11429
1532333139.04,37.05534,127.9399,1036.31968
1532333144.04,36.999,127.94748,1052.44174
1532333149.04,36.94273,127.95507,1068.48049
1532333154.04,36.88655,127.96265,1084.43591
1532333159.04,36.83045,127.97022,1100.308
1532333164.04,36.77443,127.97779,1116.09677
1532333169.04,36.71849,127.98536,1131.80222
1532333174.04,36.66263,127.99293,1147.42434
1532333179.04,36.60685,128.0005,1162.96315
1532333184.04,36.55115,128.00806,1178.41862
1532333189.04,36.49553,128.01561,1193.79078
1532333194.04,36.44,128.02317,1209.07961
1532333199.04,36.38454,128.03072,1224.28512
1532333204.04,36.32917,128.03827,1239.4073
1532333209.04,36.27388,128.04581,1254.44617
1532333214.04,36.21866,128.05335,1269.4017
1532333219.04,36.16353,128.06089,1284.27392
1532333224.04,36.10848,128.06843,1299.06281
1532333229.04,36.05351,128.07596,1313.76838
1532333234.04,35.99863,128.08349,1328.39063
1532333239.04,35.94382,128.09102,1342.92955
1532333244.04,35.88909,128.09854,1357.38514
1532333249.04,35.83445,128.10606,1371.75742
1532333254.04,35.77988,128.11358,1386.04637
1532333259.04,35.7254,128.12109,1400.252
